cam-1,ADAL,100
sax-7,ADAL,100
cam-1,ADAR,100
sax-7,ADAR,100
cam-1,ADEL,100
cam-1,ADER,100
syg-1,ADFL,100
syg-1,ADFR,100
cam-1,ADLL,100
syg-1,ADLL,100
cam-1,ADLR,100
syg-1,ADLR,100
zig-5,AFDL,100
zig-5,AFDR,100
rig-4,AIAL,100
rig-4,AIAR,100
ncam-1,AIBL,100
rig-1,AIBL,100
rig-6,AIBL,100
ncam-1,AIBR,100
rig-1,AIBR,100
rig-6,AIBR,100
cam-1,AIML,100
zig-3,AIML,100
cam-1,AIMR,100
zig-3,AIMR,100
cam-1,AINL,100
ncam-1,AINL,100
rig-1,AINL,100
rig-5,AINL,100
syg-1,AINL,100
cam-1,AINR,100
ncam-1,AINR,100
rig-1,AINR,100
rig-5,AINR,100
syg-1,AINR,100
cam-1,AIYL,100
lat-1,AIYL,100
nlg-1,AIYL,100
cam-1,AIYR,100
lat-1,AIYR,100
nlg-1,AIYR,100
cam-1,AIZL,100
madd-4,AIZL,100
syg-2,AIZL,100
cam-1,AIZR,100
madd-4,AIZR,100
syg-2,AIZR,100
sax-3,ALA,100
ver-3,ALA,100
cam-1,ALML,100
rig-6,ALML,100
sax-7,ALML,100
tol-1,ALML,100
cam-1,ALMR,100
rig-6,ALMR,100
sax-7,ALMR,100
tol-1,ALMR,100
cam-1,ALNL,100
lad-2,ALNL,100
syg-2,ALNL,100
tol-1,ALNL,100
cam-1,ALNR,100
lad-2,ALNR,100
syg-2,ALNR,100
tol-1,ALNR,100
unc-5,ASEL,100
zig-1,ASEL,100
unc-5,ASER,100
zig-1,ASER,100
madd-4,ASGL,100
madd-4,ASGR,100
cam-1,ASHL,100
cam-1,ASHR,100
cam-1,ASIL,100
ncam-1,ASIL,100
zig-2,ASIL,100
zig-3,ASIL,100
zig-4,ASIL,100
cam-1,ASIR,100
ncam-1,ASIR,100
zig-2,ASIR,100
zig-3,ASIR,100
zig-4,ASIR,100
ncam-1,ASJL,100
ncam-1,ASJR,100
cam-1,ASKL,100
zig-4,ASKL,100
zig-5,ASKL,100
cam-1,ASKR,100
zig-4,ASKR,100
zig-5,ASKR,100
cam-1,AUAL,100
rig-1,AUAL,100
rig-5,AUAL,100
rig-6,AUAL,100
cam-1,AUAR,100
rig-1,AUAR,100
rig-5,AUAR,100
rig-6,AUAR,100
cam-1,AVAL,100
rig-1,AVAL,100
rig-3,AVAL,100
rig-6,AVAL,100
sax-3,AVAL,100
cam-1,AVAR,100
rig-1,AVAR,100
rig-3,AVAR,100
rig-6,AVAR,100
sax-3,AVAR,100
cam-1,AVBL,100
ncam-1,AVBL,100
rig-1,AVBL,100
rig-6,AVBL,100
sax-3,AVBL,100
cam-1,AVBR,100
ncam-1,AVBR,100
rig-1,AVBR,100
rig-6,AVBR,100
sax-3,AVBR,100
cam-1,AVDL,100
rig-1,AVDL,100
rig-5,AVDL,100
sax-3,AVDL,100
tol-1,AVDL,100
cam-1,AVDR,100
rig-1,AVDR,100
rig-5,AVDR,100
sax-3,AVDR,100
tol-1,AVDR,100
cam-1,AVEL,100
ncam-1,AVEL,100
rig-1,AVEL,100
rig-6,AVEL,100
cam-1,AVER,100
ncam-1,AVER,100
rig-1,AVER,100
rig-6,AVER,100
cam-1,AVHL,100
madd-4,AVHL,100
rig-1,AVHL,100
syg-1,AVHL,100
cam-1,AVHR,100
madd-4,AVHR,100
rig-1,AVHR,100
syg-1,AVHR,100
cam-1,AVJL,100
rig-1,AVJL,100
cam-1,AVJR,100
rig-1,AVJR,100
cam-1,AVKL,100
madd-4,AVKL,100
cam-1,AVKR,100
cam-1,AVM,100
sax-7,AVM,100
unc-40,AVM,100
tol-1,BAGL,100
zig-4,BAGL,100
tol-1,BAGR,100
zig-4,BAGR,100
cam-1,BDUL,100
slt-1,BDUL,100
zig-3,BDUL,100
cam-1,BDUR,100
slt-1,BDUR,100
zig-3,BDUR,100
cam-1,DVA,100
zig-5,DVA,100
cam-1,DVC,100
cam-1,FLPL,100
dma-1,FLPL,100
cam-1,FLPR,100
dma-1,FLPR,100
cam-1,HSNL,100
cdh-3,HSNL,100
fmi-1,HSNL,100
igcm-1,HSNL,100
nlg-1,HSNL,100
rig-6,HSNL,100
sax-3,HSNL,100
syg-1,HSNL,100
cam-1,HSNR,100
cdh-3,HSNR,100
fmi-1,HSNR,100
nlg-1,HSNR,100
rig-6,HSNR,100
sax-3,HSNR,100
syg-1,HSNR,100
oig-1,IL1DL,100
sax-7,IL1DL,100
oig-1,IL1DR,100
sax-7,IL1DR,100
oig-1,IL1L,100
sax-7,IL1L,100
oig-1,IL1R,100
sax-7,IL1R,100
oig-1,IL1VL,100
sax-7,IL1VL,100
oig-1,IL1VR,100
sax-7,IL1VR,100
oig-1,IL2DL,100
sax-7,IL2DL,100
unc-5,IL2DL,100
oig-1,IL2DR,100
sax-7,IL2DR,100
unc-5,IL2DR,100
oig-1,IL2L,100
sax-7,IL2L,100
unc-5,IL2L,100
oig-1,IL2R,100
sax-7,IL2R,100
unc-5,IL2R,100
oig-1,IL2VL,100
sax-7,IL2VL,100
unc-5,IL2VL,100
oig-1,IL2VR,100
sax-7,IL2VR,100
unc-5,IL2VR,100
casy-1,OLLL,100
madd-4,OLLL,100
oig-1,OLLL,100
sax-7,OLLL,100
unc-5,OLLL,100
casy-1,OLLR,100
madd-4,OLLR,100
oig-1,OLLR,100
sax-7,OLLR,100
unc-5,OLLR,100
oig-1,OLQDL,100
sax-3,OLQDL,100
sax-7,OLQDL,100
unc-5,OLQDL,100
oig-1,OLQDR,100
sax-3,OLQDR,100
sax-7,OLQDR,100
unc-5,OLQDR,100
oig-1,OLQVL,100
sax-3,OLQVL,100
sax-7,OLQVL,100
unc-5,OLQVL,100
oig-1,OLQVR,100
sax-3,OLQVR,100
sax-7,OLQVR,100
unc-5,OLQVR,100
lad-2,PLNL,100
syg-2,PLNL,100
lad-2,PLNR,100
syg-2,PLNR,100
cam-1,PVCL,100
ncam-1,PVCL,100
rig-1,PVCL,100
rig-6,PVCL,100
sax-3,PVCL,100
cam-1,PVCR,100
ncam-1,PVCR,100
rig-1,PVCR,100
rig-6,PVCR,100
sax-3,PVCR,100
fmi-1,PVPL,100
fmi-1,PVPR,100
cam-1,PVQL,100
fmi-1,PVQL,100
pxn-2,PVQL,100
sax-3,PVQL,100
zig-5,PVQL,100
cam-1,PVQR,100
fmi-1,PVQR,100
pxn-2,PVQR,100
sax-3,PVQR,100
zig-5,PVQR,100
cam-1,PVT,100
igcm-2,PVT,100
oig-3,PVT,100
rig-3,PVT,100
syg-2,PVT,100
zig-1,PVT,100
zig-2,PVT,100
zig-3,PVT,100
zig-4,PVT,100
zig-5,PVT,100
zig-8,PVT,100
madd-4,RIAL,100
rig-4,RIAL,100
unc-5,RIAL,100
madd-4,RIAR,100
rig-4,RIAR,100
unc-5,RIAR,100
rig-6,RIBL,100
zig-5,RIBL,100
rig-6,RIBR,100
zig-5,RIBR,100
cam-1,RICL,100
madd-4,RICL,100
rig-1,RICL,100
rig-5,RICL,100
rig-6,RICL,100
syg-2,RICL,100
cam-1,RICR,100
madd-4,RICR,100
rig-1,RICR,100
rig-5,RICR,100
rig-6,RICR,100
syg-2,RICR,100
zig-5,RID,100
rig-5,RIFL,100
rig-6,RIFL,100
syg-1,RIFL,100
rig-5,RIFR,100
rig-6,RIFR,100
syg-1,RIFR,100
syg-1,RIGL,100
syg-1,RIGR,100
rig-4,RIH,100
slt-1,RIH,100
unc-5,RIH,100
cam-1,RIML,100
rig-6,RIML,100
syg-1,RIML,100
syg-2,RIML,100
cam-1,RIMR,100
rig-6,RIMR,100
syg-1,RIMR,100
syg-2,RIMR,100
cam-1,RIS,100
nlr-1,RIS,100
syg-1,RIS,100
zig-5,RIS,100
cam-1,RIVL,100
zig-5,RIVL,100
cam-1,RIVR,100
zig-5,RIVR,100
casy-1,RMDDL,100
rig-1,RMDDL,100
rig-5,RMDDL,100
rig-6,RMDDL,100
casy-1,RMDDR,100
rig-1,RMDDR,100
rig-5,RMDDR,100
rig-6,RMDDR,100
cam-1,RMDL,100
rig-5,RMDL,100
rig-6,RMDL,100
sax-3,RMDL,100
cam-1,RMDR,100
rig-5,RMDR,100
rig-6,RMDR,100
sax-3,RMDR,100
cam-1,RMDVL,100
rig-1,RMDVL,100
rig-5,RMDVL,100
rig-6,RMDVL,100
cam-1,RMDVR,100
rig-1,RMDVR,100
rig-5,RMDVR,100
rig-6,RMDVR,100
cam-1,RMED,100
madd-4,RMED,100
rig-4,RMED,100
rig-6,RMED,100
slt-1,RMED,100
cam-1,RMEL,100
madd-4,RMEL,100
rig-4,RMEL,100
rig-6,RMEL,100
cam-1,RMER,100
madd-4,RMER,100
rig-4,RMER,100
rig-6,RMER,100
cam-1,RMEV,100
madd-4,RMEV,100
rig-4,RMEV,100
rig-6,RMEV,100
cam-1,RMGL,100
sax-3,RMGL,100
sax-7,RMGL,100
cam-1,RMGR,100
sax-3,RMGR,100
sax-7,RMGR,100
lad-2,SAADL,100
rig-5,SAADL,100
rig-6,SAADL,100
syg-1,SAADL,100
lad-2,SAADR,100
rig-5,SAADR,100
rig-6,SAADR,100
syg-1,SAADR,100
lad-2,SAAVL,100
rig-5,SAAVL,100
rig-6,SAAVL,100
syg-1,SAAVL,100
lad-2,SAAVR,100
rig-5,SAAVR,100
rig-6,SAAVR,100
syg-1,SAAVR,100
madd-4,SABD,100
syg-1,SABD,100
cam-1,SDQL,100
fmi-1,SDQL,100
lad-2,SDQL,100
cam-1,SDQR,100
fmi-1,SDQR,100
lad-2,SDQR,100
dma-1,SIADL,100
rig-6,SIADL,100
sax-3,SIADL,100
syg-1,SIADL,100
dma-1,SIADR,100
rig-6,SIADR,100
sax-3,SIADR,100
syg-1,SIADR,100
dma-1,SIAVL,100
rig-6,SIAVL,100
sax-3,SIAVL,100
syg-1,SIAVL,100
dma-1,SIAVR,100
rig-6,SIAVR,100
sax-3,SIAVR,100
syg-1,SIAVR,100
dma-1,SIBDL,100
rig-6,SIBDL,100
sax-3,SIBDL,100
syg-1,SIBDL,100
dma-1,SIBDR,100
rig-6,SIBDR,100
sax-3,SIBDR,100
syg-1,SIBDR,100
dma-1,SIBVL,100
rig-6,SIBVL,100
sax-3,SIBVL,100
syg-1,SIBVL,100
dma-1,SIBVR,100
rig-6,SIBVR,100
sax-3,SIBVR,100
syg-1,SIBVR,100
dma-1,SMBDL,100
dma-1,SMBDR,100
dma-1,SMBVL,100
dma-1,SMBVR,100
casy-1,SMDDL,100
dma-1,SMDDL,100
lad-2,SMDDL,100
rig-1,SMDDL,100
rig-6,SMDDL,100
sax-3,SMDDL,100
casy-1,SMDDR,100
dma-1,SMDDR,100
lad-2,SMDDR,100
rig-1,SMDDR,100
rig-6,SMDDR,100
sax-3,SMDDR,100
casy-1,SMDVL,100
dma-1,SMDVL,100
lad-2,SMDVL,100
rig-1,SMDVL,100
rig-5,SMDVL,100
rig-6,SMDVL,100
sax-3,SMDVL,100
casy-1,SMDVR,100
dma-1,SMDVR,100
lad-2,SMDVR,100
rig-1,SMDVR,100
rig-5,SMDVR,100
rig-6,SMDVR,100
sax-3,SMDVR,100
nlg-1,URADL,100
nlg-1,URADR,100
nlg-1,URAVL,100
nlg-1,URAVR,100
nlg-1,URBL,100
nlg-1,URBR,100
cam-1,URXL,100
rig-4,URXL,100
rig-6,URXL,100
cam-1,URXR,100
rig-4,URXR,100
rig-6,URXR,100
tol-1,URYDL,100
tol-1,URYDR,100
tol-1,URYVL,100
tol-1,URYVR,100
